A1	Codigouf	Codigomunicipio	Nome	A140	A141	A142	A143	A144	A145	A146	A147	A148	A149	A150
2504702	25	4702	CONGO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2504801	25	4801	COREMAS	Não	Não	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Sim	Não	Não	Não
2504850	25	4850	COXIXOLA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2504900	25	4900	CRUZ DO ESPIRITO SANTO	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2505006	25	5006	CUBATI	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
2505105	25	5105	CUITE	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
2505204	25	5204	CUITEGI	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
2505238	25	5238	CUITE DE MAMANGUAPE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505279	25	5279	CURRAL DE CIMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505303	25	5303	CURRAL VELHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505352	25	5352	DAMIAO	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2505402	25	5402	DESTERRO	Sim	Não sabe informar	Não	-	-	Sim	Sim	Sim	Não	Não	Não
2505501	25	5501	VISTA SERRANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505600	25	5600	DIAMANTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505709	25	5709	DONA INES	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Não
2505808	25	5808	DUAS ESTRADAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2505907	25	5907	EMAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506004	25	6004	ESPERANCA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2506103	25	6103	FAGUNDES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506202	25	6202	FREI MARTINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506251	25	6251	GADO BRAVO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506301	25	6301	GUARABIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506400	25	6400	GURINHEM	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506509	25	6509	GURJAO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2506608	25	6608	IBIARA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506707	25	6707	IMACULADA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506806	25	6806	INGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2506905	25	6905	ITABAIANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2507002	25	7002	ITAPORANGA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
2507101	25	7101	ITAPOROROCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2507200	25	7200	ITATUBA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
2507309	25	7309	JACARAU	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2507408	25	7408	JERICO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2507507	25	7507	JOAO PESSOA	Sim	Sim	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Sim	Sim	Sim	Não
2507606	25	7606	JUAREZ TAVORA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2507705	25	7705	JUAZEIRINHO	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2507804	25	7804	JUNCO DO SERIDO	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
2507903	25	7903	JURIPIRANGA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2508000	25	8000	JURU	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2508109	25	8109	LAGOA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2508208	25	8208	LAGOA DE DENTRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2508307	25	8307	LAGOA SECA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2508406	25	8406	LASTRO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
2508505	25	8505	LIVRAMENTO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2508554	25	8554	LOGRADOURO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2508604	25	8604	LUCENA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2508703	25	8703	MAE D'AGUA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2508802	25	8802	MALTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2508901	25	8901	MAMANGUAPE	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Não	-	-	-	-	Não
2509008	25	9008	MANAIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509057	25	9057	MARCACAO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2509107	25	9107	MARI	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509156	25	9156	MARIZOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509206	25	9206	MASSARANDUBA	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Não	Não
2509305	25	9305	MATARACA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509339	25	9339	MATINHAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509370	25	9370	MATO GROSSO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509396	25	9396	MATUREIA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
2509404	25	9404	MOGEIRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509503	25	9503	MONTADAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509602	25	9602	MONTE HOREBE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509701	25	9701	MONTEIRO	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Não	-	-	-	-	Sim
2509800	25	9800	MULUNGU	Não	Não	Não	-	-	Não	-	-	-	-	Não
2509909	25	9909	NATUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510006	25	10006	NAZAREZINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510105	25	10105	NOVA FLORESTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510204	25	10204	NOVA OLINDA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510303	25	10303	NOVA PALMEIRA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2510402	25	10402	OLHO D'AGUA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510501	25	10501	OLIVEDOS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
2510600	25	10600	OURO VELHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510659	25	10659	PARARI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2510709	25	10709	PASSAGEM	Não	Não	Não	-	-	Não	-	-	-	-	Não
2510808	25	10808	PATOS	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Sim	Sim	Sim	Sim	Sim	Não
2510907	25	10907	PAULISTA	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
2511004	25	11004	PEDRA BRANCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511103	25	11103	PEDRA LAVRADA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Sim
2511202	25	11202	PEDRAS DE FOGO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511301	25	11301	PIANCO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511400	25	11400	PICUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511509	25	11509	PILAR	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Não
2511608	25	11608	PILOES	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Não
2511707	25	11707	PILOEZINHOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511806	25	11806	PIRPIRITUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2511905	25	11905	PITIMBU	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2512002	25	12002	POCINHOS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2512036	25	12036	POCO DANTAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512077	25	12077	POCO DE JOSE DE MOURA	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Não	Sim	Não	Não
2512101	25	12101	POMBAL	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Sim
2512200	25	12200	PRATA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2512309	25	12309	PRINCESA ISABEL	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Não
2512408	25	12408	PUXINANA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2512507	25	12507	QUEIMADAS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2512606	25	12606	QUIXABA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512705	25	12705	REMIGIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512721	25	12721	PEDRO REGIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512747	25	12747	RIACHAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512754	25	12754	RIACHAO DO BACAMARTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512762	25	12762	RIACHAO DO POCO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512788	25	12788	RIACHO DE SANTO ANTONIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2512804	25	12804	RIACHO DOS CAVALOS	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Não
2512903	25	12903	RIO TINTO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513000	25	13000	SALGADINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513109	25	13109	SALGADO DE SAO FELIX	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513158	25	13158	SANTA CECILIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513208	25	13208	SANTA CRUZ	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513307	25	13307	SANTA HELENA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513356	25	13356	SANTA INES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513406	25	13406	SANTA LUZIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2513505	25	13505	SANTANA DE MANGUEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513604	25	13604	SANTANA DOS GARROTES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513653	25	13653	SANTAREM	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513703	25	13703	SANTA RITA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
2513802	25	13802	SANTA TERESINHA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2513851	25	13851	SANTO ANDRE	Sim	Não	Não	-	-	Não	-	-	-	-	Não
2513901	25	13901	SAO BENTO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513927	25	13927	SAO BENTINHO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2513943	25	13943	SAO DOMINGOS DO CARIRI	Não	Não	Não	-	-	Não	-	-	-	-	Não
2513968	25	13968	SAO DOMINGOS	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2513984	25	13984	SAO FRANCISCO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514008	25	14008	SAO JOAO DO CARIRI	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2514107	25	14107	SAO JOAO DO TIGRE	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Sim
2514206	25	14206	SAO JOSE DA LAGOA TAPADA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2514305	25	14305	SAO JOSE DE CAIANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514404	25	14404	SAO JOSE DE ESPINHARAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514453	25	14453	SAO JOSE DOS RAMOS	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
2514503	25	14503	SAO JOSE DE PIRANHAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514552	25	14552	SAO JOSE DE PRINCESA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514602	25	14602	SAO JOSE DO BONFIM	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2514651	25	14651	SAO JOSE DO BREJO DO CRUZ	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514701	25	14701	SAO JOSE DO SABUGI	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
2514800	25	14800	SAO JOSE DOS CORDEIROS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2514909	25	14909	SAO MAMEDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515005	25	15005	SAO MIGUEL DE TAIPU	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
2515104	25	15104	SAO SEBASTIAO DE LAGOA DE ROCA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2515203	25	15203	SAO SEBASTIAO DO UMBUZEIRO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2515302	25	15302	SAPE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515401	25	15401	SERIDO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2515500	25	15500	SERRA BRANCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515609	25	15609	SERRA DA RAIZ	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515708	25	15708	SERRA GRANDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515807	25	15807	SERRA REDONDA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2515906	25	15906	SERRARIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2515930	25	15930	SERTAOZINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2515971	25	15971	SOBRADO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2516003	25	16003	SOLANEA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2516102	25	16102	SOLEDADE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2516151	25	16151	SOSSEGO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2516201	25	16201	SOUSA	Sim	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2516300	25	16300	SUME	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Sim
2516409	25	16409	CAMPO DE SANTANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2516508	25	16508	TAPEROA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2516607	25	16607	TAVARES	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2516706	25	16706	TEIXEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2516755	25	16755	TENORIO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2516805	25	16805	TRIUNFO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2516904	25	16904	UIRAUNA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2517001	25	17001	UMBUZEIRO	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Não
2517100	25	17100	VARZEA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2517209	25	17209	VIEIROPOLIS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2517407	25	17407	ZABELE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2600054	26	54	ABREU E LIMA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Não
2600104	26	104	AFOGADOS DA INGAZEIRA	Sim	Não sabe informar	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2600203	26	203	AFRANIO	Não	Sim	Não	-	-	Não	-	-	-	-	Sim
2600302	26	302	AGRESTINA	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Sim
2600401	26	401	AGUA PRETA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2600500	26	500	AGUAS BELAS	Não	Não	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
2600609	26	609	ALAGOINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2600708	26	708	ALIANCA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2600807	26	807	ALTINHO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
2600906	26	906	AMARAJI	Sim	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
2601003	26	1003	ANGELIM	Sim	Não	Não	-	-	Não	-	-	-	-	Não
2601052	26	1052	ARACOIABA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2601102	26	1102	ARARIPINA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2601201	26	1201	ARCOVERDE	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2601300	26	1300	BARRA DE GUABIRABA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2601409	26	1409	BARREIROS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2601508	26	1508	BELEM DE MARIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2601607	26	1607	BELEM DE SAO FRANCISCO	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
2601706	26	1706	BELO JARDIM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
2601805	26	1805	BETANIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2601904	26	1904	BEZERROS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
2602001	26	2001	BODOCO	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2602100	26	2100	BOM CONSELHO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
2602209	26	2209	BOM JARDIM	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
2602308	26	2308	BONITO	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
2602407	26	2407	BREJAO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Não	Não	Sim	Sim
2602506	26	2506	BREJINHO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2602605	26	2605	BREJO DA MADRE DE DEUS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2602704	26	2704	BUENOS AIRES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2602803	26	2803	BUIQUE	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
2602902	26	2902	CABO DE SANTO AGOSTINHO	Sim	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
2603009	26	3009	CABROBO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2603108	26	3108	CACHOEIRINHA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2603207	26	3207	CAETES	Não	Não sabe informar	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Não	Não	Sim	Não
2603306	26	3306	CALCADO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2603405	26	3405	CALUMBI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2603454	26	3454	CAMARAGIBE	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2603504	26	3504	CAMOCIM DE SAO FELIX	Não	Não	Não	-	-	Não	-	-	-	-	Não
2603603	26	3603	CAMUTANGA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2603702	26	3702	CANHOTINHO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
2603801	26	3801	CAPOEIRAS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2603900	26	3900	CARNAIBA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2603926	26	3926	CARNAUBEIRA DA PENHA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2604007	26	4007	CARPINA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2604106	26	4106	CARUARU	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Sim
2604155	26	4155	CASINHAS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2604205	26	4205	CATENDE	Sim	Sim	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
2604304	26	4304	CEDRO	Sim	Não sabe informar	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Sim
2604403	26	4403	CHA DE ALEGRIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2604502	26	4502	CHA GRANDE	Sim	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
2604601	26	4601	CONDADO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
2604700	26	4700	CORRENTES	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2604809	26	4809	CORTES	Não	Não	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
2604908	26	4908	CUMARU	Não	Não	Não	-	-	Não	-	-	-	-	Não
2605004	26	5004	CUPIRA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2605103	26	5103	CUSTODIA	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
2605152	26	5152	DORMENTES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2605202	26	5202	ESCADA	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
2605301	26	5301	EXU	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2605400	26	5400	FEIRA NOVA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2605459	26	5459	FERNANDO DE NORONHA	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Sim	Sim	Não	Sim	Sim	Não
2605509	26	5509	FERREIROS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
2605608	26	5608	FLORES	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2605707	26	5707	FLORESTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2605806	26	5806	FREI MIGUELINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2605905	26	5905	GAMELEIRA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2606002	26	6002	GARANHUNS	Não	Não	Não	-	-	Não	-	-	-	-	Não
2606101	26	6101	GLORIA DO GOITA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2606200	26	6200	GOIANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2606309	26	6309	GRANITO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2606408	26	6408	GRAVATA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
2606507	26	6507	IATI	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
2606606	26	6606	IBIMIRIM	Não	Não	Sim	Definição de diagnóstico e metodologia	Sim	Sim	Não	-	-	-	Sim
2606705	26	6705	IBIRAJUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2606804	26	6804	IGARASSU	Sim	Não	Sim	Definição de diagnóstico e metodologia	Sim	Sim	Não	-	-	-	Não
2606903	26	6903	IGUARACI	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Não
2607000	26	7000	INAJA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607109	26	7109	INGAZEIRA	Não	Não	Sim	Definição de diagnóstico e metodologia	Sim	Não	-	-	-	-	Não
2607208	26	7208	IPOJUCA	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
2607307	26	7307	IPUBI	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607406	26	7406	ITACURUBA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
2607505	26	7505	ITAIBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607604	26	7604	ILHA DE ITAMARACA	Não	Não sabe informar	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Sim
2607653	26	7653	ITAMBE	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607703	26	7703	ITAPETIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607752	26	7752	ITAPISSUMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2607802	26	7802	ITAQUITINGA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
2607901	26	7901	JABOATAO DOS GUARARAPES	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
2607950	26	7950	JAQUEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2608008	26	8008	JATAUBA	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Sim
2608057	26	8057	JATOBA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2608107	26	8107	JOAO ALFREDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2608206	26	8206	JOAQUIM NABUCO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2608255	26	8255	JUCATI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2608305	26	8305	JUPI	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
2608404	26	8404	JUREMA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2608453	26	8453	LAGOA DO CARRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2608503	26	8503	LAGOA DO ITAENGA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2608602	26	8602	LAGOA DO OURO	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
2608701	26	8701	LAGOA DOS GATOS	Não	Sim	Não	-	-	Não	-	-	-	-	Não
